row_id,Paragraph_ID,Paragraph,Gold Annotation
481,P60P2,"Early detection of prostate cancer, largely facilitated by the advent of PSA screening, has also been attributed to over-diagnosis and overtreatment of this disease. While coupling PSA screening with other biomarkers such as the long non-coding RNA transcript PCA3 or gene fusions events have increased specificity of cancer diagnosis, these biomarkers have limited utility in stratifying patients in terms of prognosis. While stratifying patients into risk groups based on clinicopathologic features is currently used to guide treatment decisions, it is clear that current stratification approaches need to be further refined to allow better personalization of therapy. Thus, identifying molecular biomarkers to distinguish indolent versus aggressive disease would address an unmet need in the clinical management of prostate cancer.","[{'e1': 'identifying molecular biomarkers ', 'e2': ' indolent versus aggressive disease would address an unmet need', 'relation': 'to distinguish', 'condition': ' in the clinical management of prostate cancer.'}]"
482,P60P3,"Advances in next-generation sequencing technologies have enabled thorough characterization of cancer transcriptomes, especially in unraveling the realm of non-coding RNAs. In particular, lncRNAs, a class of ncRNAs, have gained increasing attention as biomarkers due to their tissue- and cancer-specific expression profile. In this study, we assembled and analyzed a large RNA-seq compendium compiled from recent publications from consortiums such as The Cancer Genome Atlas, the Prostate Cancer Foundation/Stand Up to Cancer international team, and others to identify differentially expressed genes, both protein coding and non-coding genes, that are associated with indolent versus aggressive disease. Our results identify PCAT14, a prostate cancer- and lineage-specific lncRNA, as a top differentially expressed gene in this context. We characterize PCAT14 preclinically and demonstrate that it correlates inversely in expression with disease aggressiveness and adds to conventional clinicopathologic risk factors in predicting prognosis in prostate cancer patients. Finally, we develop a novel in-situ hybridization-based approach for detecting PCAT14 in clinical samples.","[{'e1': 'Advances in next-generation sequencing technologies ', 'e2': 'thorough characterization of cancer transcriptomes, ', 'relation': 'have enabled ', 'condition': 'especially in unraveling the realm of non-coding RNAs'}, {'e1': 'PCAT14 ', 'e2': 'disease aggressiveness ', 'relation': 'correlates inversely in expression with ', 'condition': 'in predicting prognosis in prostate cancer patients'}]"
483,P60P4,"By performing differential expression analysis between prostate cancer with low vs high Gleason scores, we identified lncRNA PCAT14 as a prostate cancer- and lineage-specific biomarker of indolent disease. We show that PCAT14 is an AR-regulated transcript and its overexpression suppresses invasion of prostate cancer cells. Moreover, in multiple independent datasets, PCAT14 expression associates with favorable outcomes in prostate cancer and adds prognostic value to standard clinicopathologic variables.","[{'e1': ' PCAT14 expression ', 'e2': 'favorable outcomes ', 'relation': 'associates with ', 'condition': 'in prostate cancer '}]"
484,P61P1,"Genomic loss of chromosome 8p21 region, containing prostate-specific NKX3.1 gene, is a frequent alteration of the prostate cancer oncogenome. We propose a novel, paradigm shifting hypothesis that this frequently deleted locus is also associated with a cluster of microRNA genes, miR-3622a/b, that are lost in prostate cancer and play an important mechanistic role in progression and metastasis. In this study, we demonstrate the role of miR-3622b in prostate cancer. Expression analyses in a cohort of prostate cancer clinical specimens and cell lines show that miR-3622b expression is frequently lost in prostate cancer. Low miR-3622b expression was found to be associated with tumor progression and poor biochemical recurrence-free survival. Further, our analyses suggest that miR-3622b expression is a promising prostate cancer diagnostic biomarker that exhibits 100% specificity and 66% sensitivity. Restoration of miR-3622b expression in prostate cancer cell lines led to reduced cellular viability, proliferation, invasiveness, migration and increased apoptosis. miR-3622b overexpression in vivo induced regression of established prostate tumor xenografts pointing to its therapeutic potential. Further, we found that miR-3622b directly represses Epidermal Growth Factor Receptor. In conclusion, our study suggests that miR-3622b plays a tumor suppressive role and is frequently downregulated in prostate cancer, leading to EGFR upregulation. Importantly, miR-3622b has associated diagnostic, prognostic and therapeutic potential. Considering the association of chromosome 8p21 loss with poor prognosis, our findings are highly significant and support a novel concept that associates a long standing observation of frequent loss of a chromosomal region with a novel miRNA in prostate cancer.","[{'e1': 'Restoration of miR-3622b expression ', 'e2': 'reduced cellular viability', 'relation': 'led to ', 'condition': 'in prostate cancer cell lines'}, {'e1': 'Restoration of miR-3622b expression ', 'e2': 'proliferation', 'relation': 'led to ', 'condition': 'in prostate cancer cell lines'}, {'e1': 'Restoration of miR-3622b expression ', 'e2': 'invasiveness', 'relation': 'led to ', 'condition': 'in prostate cancer cell lines'}, {'e1': 'Restoration of miR-3622b expression ', 'e2': 'migration ', 'relation': 'led to ', 'condition': 'in prostate cancer cell lines'}, {'e1': 'Restoration of miR-3622b expression ', 'e2': 'increased apoptosis', 'relation': 'led to ', 'condition': 'in prostate cancer cell lines'}]"
485,P61P2,"Prostate cancer is the most common male malignancy worldwide and a leading cause of cancer related mortality amongst men with an estimated 26,120 deaths predicted for 2016 within the US. Prostate tumors are often indolent and can be effectively managed by active surveillance and watchful waiting. However, a significant proportion of prostate tumors are likely to progress, often metastasizing to bone and other organs causing significant morbidity and mortality. Though novel therapies with marginal survival benefits have been developed for advanced disease, its clinical management remains challenging. Also, prostate cancer is associated with high rates of recurrence, with approximately 40% of men with localized prostate cancer suffering from relapse after initial therapy as monitored by rising PSA and tumor progression to a hormone refractory/castration resistant stage that is essentially untreatable. A major challenge is the elucidation of underlying molecular pathways of prostate cancer progression, recurrence and metastasis that holds enormous potential towards the design of effective therapeutic strategies for better clinical management of the disease.","[{'e1': ' approximately 40% of men with localized prostate cancer', 'e2': 'relapse ', 'relation': ' suffering from ', 'condition': 'after initial therapy '}]"
486,P61P3,"The prostate cancer genome is typically characterized by frequent deletion of chromosome 8p region in 40%-70% cases. Taylor et al. performed large scale integrative analyses of transcriptomes and copy-number alterations in prostate adenocarcinomas and reported chromosome 8p loss as the most frequent genomic alteration. In a recent in silico meta analyses of prostate cancer genomic data from 662 patients (546 primary, 116 advanced tumors), chromosome 8p deletion was reported as the most recurrent copy number alteration. Chromosome 8p losses were reported in 55.7% cases of localized and 90.5% cases of advanced prostate cancer. Association of advanced prostate cancer with a significantly higher deletion frequency of this region suggests its role in disease progression. The minimal region of deletion occurs at chromosome 8p21, which contains prostate-specific NKX3.1 tumor suppressor gene. Also, studies have shown high rate of loss of heterozygosity at chromosome 8p21 subregion that has been associated with prostate-specific homeobox gene NKX3.1. Recent genomic studies suggest the possibility of alternate tumor suppressor genes within this region, apart from NKX3.1. However, the genes within this region are yet to be fully characterized. We propose a novel, paradigm shifting hypothesis that this frequently deleted locus is associated with a cluster of microRNA genes, miR-3622a/b, that are lost in prostate cancer and play an important mechanistic role in prostate cancer progression and metastasis. MicroRNAs are endogenous small RNAs that suppress gene expression post transcriptionally via sequence-specific interactions with the 3′- untranslated regions of cognate mRNA targets, and are often located in fragile chromosomal regions involved in cancers. We previously demonstrated that miR-3622a located on frequently deleted chromosome 8p21 region plays a crucial role in prostate cancer epithelial-to-mesenchymal transition, progression and metastasis by direct targeting of ZEB1 and SNAI2. Here we examined the role of another member of the cluster, miR-3622b, in prostate cancer and show its crucial tumor suppressive role. miR-3622b is a recently discovered miRNA gene that has not been studied. Expression analyses in a cohort of prostate cancer clinical specimens showed that miR-3622b expression is frequently lost in prostate cancer and correlated with poor recurrence-free survival outcome and tumor progression. Our in vitro and in vivo studies support a tumor suppressive role of miR-3622b in prostate cancer, mediating its effects largely by directly repressing Epidermal Growth Factor Receptor. Thus, our data support a novel concept, linking the long standing observation of frequent loss of chromosome 8p21 in prostate cancer, with the loss of a novel miRNA gene within this region.","[{'e1': 'The prostate cancer genome ', 'e2': 'frequent deletion of chromosome 8p region', 'relation': 'is typically characterized by ', 'condition': ' in 40%-70% cases'}, {'e1': 'Taylor et al. ', 'e2': 'large scale integrative analyses of transcriptomes and copy-number alterations ', 'relation': 'performed ', 'condition': 'in prostate adenocarcinomas'}, {'e1': ' this frequently deleted locus ', 'e2': ' a cluster of microRNA genes, miR-3622a/b ', 'relation': 'is associated with', 'condition': 'in prostate cancer progression and metastasis'}]"
487,P61P4,"In conclusion, our study shows that miR-3622b is frequently downregulated in prostate cancer leading to upregulation of EGFR and culminating in effects on cell survival, proliferation, apoptosis and invasion. In view of our present results and our earlier study on miR-3622a, we propose that the miR-3622a/b cluster at frequently deleted chromosome 8p21 locus plays important mechanistic roles in prostate cancer by regulating cardinal genes involved in tumorigenesis. Frequent loss of miR-3622a/b cluster at chromosome 8p21 region causes downregulation of these genes leading to prostate cancer progression. Considering the association of chromosome 8p21 loss with tumor progression and poor prognosis in prostate cancer, our findings are highly significant as they support a novel concept that connects a long standing observation of frequent loss of a chromosomal region with a novel miRNA cluster in prostate cancer. Importantly, these miRNAs also have prognostic, diagnostic and therapeutic potential in the treatment of prostate cancer.","[{'e1': 'the miR-3622a/b cluster at frequently deleted chromosome 8p21 locus ', 'e2': 'important mechanistic roles ', 'relation': 'plays ', 'condition': 'in prostate cancer by regulating cardinal genes involved in tumorigenesis'}, {'e1': ' chromosome 8p21 loss', 'e2': ' tumor progression ', 'relation': 'associated with ', 'condition': 'in prostate cancer'}, {'e1': ' chromosome 8p21 loss', 'e2': 'poor prognosis ', 'relation': 'associated with ', 'condition': 'in prostate cancer'}, {'e1': ' a novel concept ', 'e2': 'a long standing observation of frequent loss of a chromosomal region with a novel miRNA cluster', 'relation': 'that connects ', 'condition': ' in prostate cancer'}, {'e1': 'these miRNAs ', 'e2': 'prognostic, diagnostic and therapeutic potential', 'relation': 'also have ', 'condition': ' in the treatment of prostate cancer.'}]"
488,P62P1,"Prostate carcinogenesis involves alterations in several signaling pathways, the most prominent being the PI3K/AKT pathway. This pathway is constitutively active and drives prostate cancer (PCa) progression to advanced metastatic disease. PTEN, a critical tumor and metastasis suppressor gene negatively regulates cell survival, proliferation, migration and angiogenesis via the PI3K/Akt pathway. PTEN is mutated, downregulated/dysfunctional in many cancers and its dysregulation correlates with poor prognosis in PCa. Here, we demonstrate that microRNA-4534 (miR-4534) is overexpressed in PCa and show that miR-4534 is hypermethylated in normal tissues and cell lines compared to PCa tissues/cells. miR-4534 exerts its oncogenic effects partly by downregulating the tumor suppressor PTEN gene. Knockdown of miR-4534 impaired cell proliferation, migration/invasion and induced G0/G1 cell cycle arrest and apoptosis in PCa. Suppression of miR-4534 and its effects on tumor growth was confirmed in a xenograft mouse model. We performed parallel experiments in non-cancer RWPE1 cells by overexpessing miR-4534 followed by functional assays. Overexpression of miR-4534 induced pro-cancerous characteristics in this non-cancer cell line. Statistical analyses revealed that miR-4534 has potential to independently distinguish malignant from normal tissues and positively correlated with poor overall and PSA recurrence free survival. Taken together, our results show that depletion of miR-4534 in PCa induces a tumor suppressor phenotype partly through induction of PTEN. These results have important implications for identifying and defining the role of new PTEN regulators such as microRNAs in prostate tumorigenesis. Understanding aberrantly overexpressed miR-4534 and its downregulation of PTEN will provide mechanistic insight and therapeutic targets for PCa therapy.","[{'e1': 'PTEN, a critical tumor and metastasis suppressor gene ', 'e2': 'cell survival, proliferation, migration and angiogenesis ', 'relation': 'negatively regulates ', 'condition': 'via the PI3K/Akt pathway'}, {'e1': 'PTEN dysregulation ', 'e2': 'poor prognosis ', 'relation': 'correlates with ', 'condition': 'in PCa'}, {'e1': 'Knockdown of miR-4534 ', 'e2': 'cell proliferation', 'relation': 'impaired ', 'condition': 'in PCa'}, {'e1': 'Knockdown of miR-4534 ', 'e2': 'migration/invasion', 'relation': 'impaired ', 'condition': 'in PCa'}, {'e1': 'Knockdown of miR-4534 ', 'e2': 'G0/G1 cell cycle arrest ', 'relation': ' induced ', 'condition': 'in PCa'}, {'e1': 'Knockdown of miR-4534 ', 'e2': 'apoptosis ', 'relation': ' induced ', 'condition': 'in PCa'}, {'e1': ' depletion of miR-4534', 'e2': 'a tumor suppressor phenotype ', 'relation': ' induces ', 'condition': 'in PCa partly through induction of PTEN'}, {'e1': 'These results ', 'e2': 'new PTEN regulators such as microRNAs', 'relation': 'have important implications for identifying and defining the role of ', 'condition': ' in prostate tumorigenesis'}]"
489,P62P2,"Prostate cancer is the second most prevalent cause of cancer deaths among males in the United States and the fourth most common tumor type worldwide. According to recent data, it is estimated that 220, 800 newly diagnosed prostate cancer cases and 27, 540 deaths will occur in 2015. The five year relative survival rate of early stage prostate cancer is > 99% while that of advanced metastatic disease is only 28%. The clinical behavior of localized prostate cancer is highly variable, while some men have aggressive cancer leading to metastasis and death from the disease, many others have indolent cancers that are cured with initial therapy or may be safely observed. Multiple risk stratification systems have been developed, combining the best currently available clinical and pathological parameters (such as Gleason score, PSA levels and clinical and pathological staging); however, several areas of urgent unmet need remain, e.g., a validated biomarker to complement PSA for screening, prognostic biomarkers with clinical utility, further risk stratification using molecular differentiation could potentially help distinguish indolent from aggressive prostate cancer. Prostate carcinogenesis features alterations in several signaling pathways, the most prominent of which is the highly oncogenic prosurvival PI3K/AKT signaling pathway. In human prostate cancer, the PI3K/Akt pathway is frequently activated due to inactivation of PTEN.","[{'e1': 'the PI3K/Akt pathway ', 'e2': 'inactivation of PTEN.', 'relation': 'is frequently activated due to ', 'condition': 'In human prostate cancer'}]"
490,P62P3,"PTEN (phosphatase and tensin homolog deleted on chromosome 10; also known as MMAC1 and TEP1) is one of the most frequently altered tumor suppressor genes in cancer, and in particular, prostate cancer. It catalyzes the conversion of the membrane lipid second messenger PIP3 to PIP2 and is therefore a key mediator of the PI3K/Akt pathway. PTEN levels have been identified as being critical in determining the mechanism by which prostate tumors evolve in vivo. PTEN heterozygosity has been shown to promote tumor initiation and proliferation. In addition, primary tumors often show loss or alteration of at least one PTEN allele in 70%–80% of primary prostate cancers, while homozygous inactivation of PTEN is generally associated with advanced cancer and metastasis. Functionally, PTEN is a nonredundant, plasma-membrane lipid phosphatase and its inactivation upregulates PI3K/AKT signaling enhancing protein synthesis, cell migration and tumor-induced angiogenesis. PTEN has been reported to be repressed by oncogenic microRNAs (miRNA), e.g., miRNA-21, -214, -301 in many cancers, suggesting that oncogenic activity of these miRNAs is in part through downregulation of PTEN. Although not much work has been done on oncogenic miRNAs as compared to tumor suppressor miRNAs, it is very interesting that miRNAs may influence carcinogenesis through PTEN regulation.","[{'e1': 'miRNAs ', 'e2': 'carcinogenesis', 'relation': 'may influence ', 'condition': 'through PTEN regulation.'}]"
491,P62P4,"MicroRNAs (miRNAs) are a naturally-occurring class of short, non-coding RNA molecules between 19 and 21 nucleotides long. In humans approximately 2,8645 unique mature miRNAs have been identified. While the exact function of miRNAs remain to be fully elucidated, they are known to regulate gene expression via binding target messenger RNA (mRNA), inhibiting translation or triggering mRNA degradation. Importantly, it has been demonstrated that in addition to their inhibitory role, miRNAs can also induce or activate transcript levels. Through these mechanisms miRNAs perform a regulatory role in various cellular processes, including cell development, differentiation, proliferation and apoptosis. Dysregulated miRNA expression patterns have been noted in many organisms, encompassing a wide spectrum of pathological processes, from immunological defects in fish, altered developmental phase transition and flowering time in plants, and neurodegeneration, cardiovascular disease and cancer in humans. Discovery of dysregulated miRNA expression has led to the hypothesis that miRNAs could potentially be used as disease diagnostic or prognostic markers. Furthermore, miRNA are attractive therapeutic targets for the treatment of various conditions, including cancer. At present, multiple clinical trials are currently registered with ClinicalTrials.gov, investigating the ability of miRNA to function as disease biomarkers and response to current therapies. The novel role of miRNA and their importance in many different processes has led to an explosion of scientific enquiry into miRNA function. Thus the aim of this study is to understand the role of microRNA-4534 (miR-4534) dysregulation in promoting prostate oncogenesis. miR-4534 was selected based on our previous study that we performed to preliminary screen and identify differentially expressed miRNAs in prostate cancer cell lines compared to a non-malignant cell line. A set of miRNAs, miR-205, -203, 23b and -34b were found to be significantly downregulated whereas miR-4534 was significantly upregulated in prostate cancer cells compared to a non-malignant cell line.","[{'e1': ' miRNAs ', 'e2': 'gene expression ', 'relation': 'are known to regulate ', 'condition': 'via binding target messenger RNA (mRNA)'}]"
492,P62P5,"In this study we report that: (i) miR-4534 is overexpressed in prostate cancer tissues and cell lines compared to matched normal samples and cell lines; (ii) miR-4534 has potential to distinguish malignant from normal tissues; (iii) miR-4534 functions as an oncomiR as its attenuation results in cell cycle arrest, apoptosis, impaired migration/invasion and colony forming capability of prostate cancer cells; (iv) miR-4534 directly targets PTEN and its downstream effectors to exert its functional effects; (v) intra-tumoral delivery of anti-miR-4534 (anti4534) inhibits in-vivo tumor growth in nude mice xenografts.","[{'e1': 'intra-tumoral delivery of anti-miR-4534 (anti4534) ', 'e2': 'in-vivo tumor growth ', 'relation': 'inhibits ', 'condition': 'in nude mice xenografts.'}]"
493,P62P6,"In summary, our study has identified novel oncogenic miR-4534 harbored at locus Chr22q13.1 that is implicated in aggressive prostate cancer. miR-4534 expression has clinical significance to be a diagnostic/prognostic biomarker as it can diagnose prostate cancer from normal tissues and is positively correlated with poor overall and recurrence free survival. We also found that miR-4534 is overexpressed in prostate cancer and directly targets PTEN leading to its downregulation. Furthermore, induction of PTEN could be achieved by miR-4534 depletion, which caused significant inhibition of tumorigenesis in prostate cancer cells. We conclude that therapeutic modulation of miR-4534 in prostate tumors provides an alternative option for the management of prostate cancer.","[{'e1': 'miR-4534 depletion', 'e2': 'significant inhibition of tumorigenesis ', 'relation': ' caused ', 'condition': 'in prostate cancer cells'}, {'e1': 'therapeutic modulation of miR-4534 ', 'e2': 'an alternative option for the management of prostate cancer.', 'relation': 'provides ', 'condition': ' in prostate tumors'}]"
494,P63P8,"In conclusion, we have identified PTGS2 rs4648302 as a prognostic predictor for prostate cancer. This variant might alter microRNA binding, and thus influence PTGS2 expression and prostate cancer progression. Clinical studies have suggested that selective PTGS2 inhibitors could reduce cancer risk. If validated, such knowledge could ultimately lead to targeted therapies for a subset of high-risk patients harboring this inherited PTGS2 variant.","[{'e1': ' such knowledge ', 'e2': 'targeted therapies', 'relation': 'could ultimately lead to ', 'condition': 'If validated'}]"
495,P65P1,"Identifying the subset of patients with clinically localized prostate cancer (PCa) at the highest risk of recurrence remains challenging, and better prognostic markers are needed. Gleason score is the best predictor of PCa aggressiveness and prognosis. In the present study, we generated an epigenetic signature based on high versus low Gleason score tumors and evaluated its ability to predict recurrence after radical prostatectomy.","[{'e1': 'an epigenetic signature based on high versus low Gleason score tumors ', 'e2': ' recurrence ', 'relation': 'and evaluated its ability to predict', 'condition': 'after radical prostatectomy.'}]"
496,P65P2,Genome-wide DNA methylation data from The Cancer Genome Atlas (TCGA; no. of patients = 333) and the elastic net method were used to generate an epigenetic signature by contrasting patients with high (8–10) versus low (≤6) Gleason score tumors. The signature was then tested in a cohort of 523 patients with clinically localized disease who had radical prostatectomy. Samples taken from the primary tumor were used for DNA methylation and mRNA expression profiling. Patients were followed for PCa recurrence on average for 8 years after diagnosis.,"[{'e1': 'Patients ', 'e2': 'PCa recurrence on average for 8 years ', 'relation': 'were followed for ', 'condition': 'after diagnosis.'}]"
497,P65P3,"The epigenetic signature includes 52 differentially methylated CpG sites. In the testing cohort, the signature was associated with poorer recurrence-free survival (hazard ratio per 25% increase = 1.78; 95% confidence interval 1.48, 2.16). The signature significantly improved the area under the curve (AUC) for PCa recurrence compared to clinical-pathological parameters alone, particularly among patients diagnosed with Gleason score 7 tumors (0.64 vs. 0.76, P = 1.34E−4). Results were comparable for patients with Gleason 3 + 4 and those with 4 + 3 tumors. Gene Set Enrichment Analysis showed that higher levels of the signature were associated with increased expression of genes related to cell cycle proliferation and decreased expression of androgen-responsive genes.","[{'e1': 'The signature ', 'e2': 'the area under the curve (AUC) for PCa recurrence', 'relation': 'significantly improved ', 'condition': ' particularly among patients diagnosed with Gleason score 7 tumors'}]"
498,P65P4,This report shows evidence that DNA methylation patterns measured in prostate tumor cells are predictive of PCa aggressiveness. The epigenetic signature may have clinical utility to improve prognostication particularly in patients with intermediate Gleason score 7 tumors.,"[{'e1': 'The epigenetic signature ', 'e2': 'prognostication ', 'relation': 'may have clinical utility to improve ', 'condition': 'particularly in patients with intermediate Gleason score 7 tumors.'}]"
499,P65P6,"DNA methylation is an epigenetic alteration that occurs at CG dinucleotides (CpG sites). The human DNA methylome is generated in a programmed manner during normal development and methylation patterns change as a result of aging. Patterns of DNA methylation record a remarkable breadth of information about cells, including their chronological age, developmental history, and differentiation potential. In PCa, there is substantial heterogeneity in tumor DNA methylation profiles, and these epigenetic changes may also predict PCa aggressiveness. Some previous studies showed that differentially methylated CpG sites in specific genes are associated with more aggressive and advanced PCa, but most of these investigations focused on selected candidate genes and findings require validation.","[{'e1': 'differentially methylated CpG sites ', 'e2': 'more aggressive and advanced PCa', 'relation': 'are associated with ', 'condition': ' in specific genes'}]"
500,P65P7,"In this study, we generated an epigenetic (DNA methylation) signature for use as a prognostic classifier in PCa. Because Gleason score is the best predictor of PCa prognosis, we generated the signature by contrasting patients with high (8–10) versus low (≤6) Gleason score tumors. The signature was then tested for its ability to predict recurrence in a validation cohort of patients with clinically localized PCa who had radical prostatectomy.","[{'e1': 'an epigenetic (DNA methylation) signature ', 'e2': 'a prognostic classifier ', 'relation': 'for use as ', 'condition': 'in PCa'}]"
501,P65P8,"Better tools to identify at the time of diagnosis the subset of PCa patients at the highest risk of recurrence are urgently needed. Our study provides new evidence that DNA methylation profiling has the clinical potential to improve risk prediction for PCa outcomes in patients with clinically localized disease, particularly in patients with Gleason score 7 tumors, which have a variable clinical course and represent a substantial proportion of prostate cancer patients diagnosed worldwide each year.","[{'e1': ' DNA methylation profiling ', 'e2': 'risk prediction for PCa outcomes ', 'relation': 'has the clinical potential to improve ', 'condition': 'in patients with clinically localized disease'}, {'e1': ' DNA methylation profiling ', 'e2': 'risk prediction for PCa outcomes ', 'relation': 'has the clinical potential to improve ', 'condition': 'particularly in patients with Gleason score 7 tumors'}]"
502,P66P1,"The androgen receptor (AR) is required for prostate cancer (PCa) survival and progression, and ablation of AR activity is the first line of therapeutic intervention for disseminated disease. While initially effective, recurrent tumors ultimately arise for which there is no durable cure. Despite the dependence of PCa on AR activity throughout the course of disease, delineation of the AR-dependent transcriptional network that governs disease progression remains elusive, and the function of AR in mitotically active cells is not well understood. Analyzing AR activity as a function of cell cycle revealed an unexpected and highly expanded repertoire of AR-regulated gene networks in actively cycling cells. New AR functions segregated into two major clusters: those that are specific to cycling cells and retained throughout the mitotic cell cycle (“Cell Cycle Common”), versus those that were specifically enriched in a subset of cell cycle phases (“Phase Restricted”). Further analyses identified previously unrecognized AR functions in major pathways associated with clinical PCa progression. Illustrating the impact of these unmasked AR-driven pathways, dihydroceramide-desaturase 1 (DEGS1) was identified as an AR regulated gene in mitotically active cells that promoted pro-metastatic phenotypes, and in advanced PCa proved to be highly associated with development of metastases, recurrence after therapeutic intervention, and reduced overall survival. Taken together, these findings delineate AR function in mitotically active tumor cells, thus providing critical insight into the molecular basis by which AR promotes development of lethal PCa and nominate new avenues for therapeutic intervention.","[{'e1': 'Analyzing AR activity as a function of cell cycle ', 'e2': 'AR-regulated gene networks ', 'relation': 'revealed an unexpected and highly expanded repertoire of ', 'condition': 'in actively cycling cells'}, {'e1': 'dihydroceramide-desaturase 1 (DEGS1) ', 'e2': ' AR regulated gene', 'relation': 'was identified as an', 'condition': ' in mitotically active cells that promoted pro-metastatic phenotypes'}, {'e1': 'previously unrecognized AR functions ', 'e2': 'clinical PCa progression', 'relation': 'associated with ', 'condition': 'in major pathways'}, {'e1': 'dihydroceramide-desaturase 1 (DEGS1) ', 'e2': 'with development of metastases', 'relation': ' proved to be highly associated ', 'condition': 'in advanced PCa'}, {'e1': 'dihydroceramide-desaturase 1 (DEGS1) ', 'e2': 'recurrence ', 'relation': ' proved to be highly associated ', 'condition': 'after therapeutic intervention'}, {'e1': 'these findings ', 'e2': 'AR function ', 'relation': 'delineate ', 'condition': 'in mitotically active tumor cells'}]"
503,P66P2,"Prostate cancer (PCa) is the most commonly diagnosed non-cutaneous malignancy in the USA, and the second most lethal form of cancer. While localized disease is readily treatable through surgery and/or radiation, there is no curative intervention for advanced PCa. Advanced PCa typically remains reliant on androgen receptor (AR) signaling throughout disease progression. As a hormone nuclear receptor, AR requires androgen (testosterone or dihydrotestestone, DHT) binding for activation. Once active, AR binds DNA and initiates transcriptional programs required for proliferation and survival, however the mechanisms governing these events have remained largely elusive. By contrast, the mechanism by which AR regulates proteases important for prostate function (e.g. Prostate Specific Antigen, PSA, encoded by KLK3), are well known, and PSA is used clinically to monitor tumor development and progression. Given the exquisite dependence of PCa on AR function, therapy for disseminated disease suppresses AR signaling, achieved by ablation of circulating ligand (androgen deprivation therapy, ADT), often used in combination with direct AR antagonists. While initially efficacious, these regimens ultimately fail and castration resistant prostate cancer (CRPC) develops due to reactivation of the AR signaling axis. At present, there remain no durable means to manage recurrent AR activity and treat CRPC; as such developing understanding of AR function and mechanisms to target downstream processes represents a primary focus in the field.","[{'e1': 'Advanced PCa ', 'e2': 'on androgen receptor (AR) signaling ', 'relation': 'typically remains reliant ', 'condition': 'throughout disease progression'}]"
504,P66P4,"Studies herein reveal that AR induces differential transcriptional networks in mitotically active cells, unmasking critical new insight into AR function. Molecular dissection demonstrated that networks specific to actively cycling cells can be subdivided into those that are common to all active phases of the cell cycle, versus those that are specifically enriched in distinct cell cycle phases. Networks identified were strongly associated with novel AR cistromes through genome-wide binding analyses, demonstrating the unexpected finding that AR function is significantly expanded in cells committed to the mitotic cell cycle, and that AR function is sensitive to cell cycle position. Functional analyses unveiled novel mechanisms through which AR likely promotes pro-tumorigenic phenotypes including cell migration and tumor metastases. Of particular significance was the discovery of DEGS1, a desaturase involved primarily in the formation of ceramide, as a key target through which AR promotes pro-metastatic phenotypes. Analyses in human tumor samples further identified DEGS1 as strongly associated with disease progression and poor outcome, outperforming current biomarkers of aggressive disease. Taken together, the studies herein demonstrate that AR signaling is widely expanded in mitotically active cells, and promotes pro-tumorigenic networks underpinning cancer progression.","[{'e1': 'AR ', 'e2': 'differential transcriptional networks ', 'relation': 'induces ', 'condition': 'in mitotically active cells'}, {'e1': 'Networks identified ', 'e2': 'novel AR cistromes ', 'relation': 'were strongly associated with ', 'condition': 'through genome-wide binding analyses'}, {'e1': ' DEGS1 ', 'e2': 'disease progression and poor outcome', 'relation': 'was strongly associated with ', 'condition': 'in human tumor samples'}]"
505,P66P5,"Taken together, molecular assessment of AR activity not only reveals differential function across the cell cycle and illuminates new understanding of the mechanisms by which AR promotes disease progression, but underscore the importance of discerning cancer-promoting transcription factor function in mitotically active cells. The present findings yield critical new insight into AR function and nominate downstream effectors of AR activity as potentially impactful therapeutic targets and biomarkers of lethal disease phenotypes.","[{'e1': ' molecular assessment of AR activity', 'e2': 'the importance of discerning cancer-promoting transcription factor function', 'relation': 'underscore ', 'condition': ' in mitotically active cells'}]"
506,P67P1,"The prostanoid thromboxane (TX)A2 plays a central role in haemostasis and is increasingly implicated in cancer progression. TXA2 signals through two T Prostanoid receptor (TP) isoforms termed TPα and TPβ, with both encoded by the TBXA2R gene. Despite exhibiting several functional and regulatory differences, the role of the individual TP isoforms in neoplastic diseases is largely unknown.","[{'e1': 'The prostanoid thromboxane (TX)A2 ', 'e2': 'a central role ', 'relation': 'plays ', 'condition': 'in haemostasis '}]"
